Epoch,F1 - val:,Accuracy - val,Balanced accuracy - val,Loss - val,F1 - train,Accuracy - train,Balanced accuracy - train,Loss - train
1,0.14116688211214917,0.2721875011920929,0.13147186147186146,1.9419404864311218,0.0553530705379098,0.1336064524948597,0.16546698939646043,1.9645404020945232
2,0.11235114600709997,0.23281249403953552,0.12718614718614718,1.9431984424591064,0.027759876404667,0.09661881749828656,0.14658927849523984,1.9562583963076274
